1763764519,1741757,Virginia,Rosemarie,31,70,318469,false,43,Shannon,Jgpsgwlojugtcl,Mnvzloxybyiwj,CI,true,false,
8193401280,2741999,Jackie,Kristen,48,66,709149,false,53,Shane,Jkqyhapbmog,Saofcxwjqinjc,CC,true,true,
8001584879,7508845,Lori,Louise,13,35,161784,false,28,Virgie,Emcftjeozeraixce,Fyervohoouisexwgeu,ID,true,false,
5557706794,5271066,Margaret,Patricia,84,57,807889,true,88,Barbara,Jmrtvkhvsbyhih,Gagbpewsmcmy,CC,false,true,
5610465502,814934,Sherri,Latrina,54,74,171041,true,97,Lillie,Hekuklfhejxmkvambvvsc,Zsngvwtiloa,CI,true,true,
1926347642,1917268,Jennifer,Robert,46,74,616222,false,21,Emma,Vrejvebdsaavqhoocptv,Ykiszaeiydhihu,ID,true,true,
2960373933,155684,Glenda,Dana,85,85,302942,true,84,Linda,Elwmsdwzynqkepljxy,Rvguvybdcyavsloqum,ID,false,false,
3264730451,6682779,Howard,Allison,87,6,251895,true,15,Jessica,Zawqsavxquvhbexgcklpe,Gsfejgrhresvaymhgeh,CC,true,true,
4474077868,1113166,Jennifer,Bobby,25,91,855126,false,39,Shirley,Tormbukavjursbvnsee,Klqewagzpynkxgrmtun,TI,false,false,
3674635940,6440392,Stacey,John,38,53,146654,true,92,Leigh,Dabgxmlfpnxlnfkgwbh,Ohvvcwydorwbfvbdbzvzd,CC,true,true,
2305699252,2606816,Andrew,Will,61,35,888577,false,57,Jack,Fkxyxbmvqmfxe,Puwgqebfmnimlnooael,ID,false,false,
1557698585,5238462,Steve,Mildred,68,80,507951,true,24,Sidney,Tbdeaexvzrq,Mrjprmptdmtryaez,CC,false,false,
7700472577,7188827,Rachel,Frank,57,34,455899,true,38,Normand,Pkynmwwndnmfudokofs,Viaveaadracgacxhuk,TI,false,false,
285251165,2400944,Shawn,Craig,60,97,329627,false,3,Gladys,Oyexatpevqns,Zzbqxqostidv,ID,true,false,
5097855351,5963192,Pedro,Wm,63,70,609961,false,91,Leroy,Hnaimsrhixegecitbbma,Euxycxpohnsod,ID,true,true,
7535054868,5703624,Jerry,Betty,63,8,578274,true,20,Michael,Qzjmbwuttlp,Ctfokyaavgbzcrtxhryd,CC,true,false,
5879226007,3282198,William,Joyce,59,47,196227,false,71,Gary,Mufwmjtldtfltneiz,Goqhmmfhndbllyvf,CI,true,false,
5461478388,7938108,Jesse,Debbie,57,53,846736,true,62,Rhonda,Qttltovhhuydsqwxbq,Liiygkmyqpnibsrcpbuye,ID,false,true,
6062355528,7540570,Johnny,Irma,47,18,287791,false,74,Stuart,Rsalzhiyzlcjkbludo,Yuuwcbytefknexdtm,ID,true,true,
325878713,5154411,Jordan,William,30,31,521621,true,94,Ernest,Vzdrmjvcsbdxv,Kpjocxlygtdwvvdnbpa,CC,true,true,
4695814741,3548550,Kenny,Dennis,84,95,738437,true,12,Richard,Zpixczqgxohapqs,Fjzqnhkrifvf,CC,false,false,
1161963470,1194905,Lewis,Anthony,93,76,576055,true,74,Florrie,Iadgoehqfyx,Ldnztgfgvzgk,CC,false,true,
194827407,4541918,William,Leonard,90,47,240920,false,30,Sharon,Bcrhgrfehcjgrntclpcu,Xricndcoydtrdfwshtd,CC,false,true,
6857800693,4235426,Dennis,Cleo,51,79,180443,true,81,Marlys,Vvwiyljeniazctzojciwl,Qyejrpiytbvuxhgf,TI,true,false,
3473647902,1734468,John,Patricia,20,37,679514,true,47,Michael,Qruxsjlaouyfvi,Oabrrojnkrslrxdxiou,TI,false,false,
6360663015,1116364,Steven,Stacy,10,74,475921,false,47,Curtis,Quylypqterbqdi,Oyziibpnohayp,TI,false,true,
267761039,102025,Bonnie,Luke,23,30,340851,true,28,Rebecca,Gdhvjshznacggefoll,Kousrtxhqlznqrxeg,CI,true,false,
7084575047,1918689,Michael,Ashley,44,11,252839,false,32,Ronald,Suzwjjqhbanhpgzrwv,Cpepeqxvjpqnapvo,CI,false,true,
7387372327,2336669,Wanda,Mary,77,64,650600,true,44,Sandra,Udztyqkiunr,Fdwywuzpmqc,ID,false,true,
